,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
390,4,6:02.0,,C. Osman enters the game for K. Korver,91,96
391,4,6:02.0,,T. Thompson enters the game for L. Nance,91,96
392,4,5:51.0,,C. Sexton misses 2-pt jump shot from 19 ft,91,96
393,4,5:46.0,,Offensive rebound by T. Thompson,91,96
394,4,5:41.0,,J. Clarkson makes 2-pt layup at rim (assist by C. Sexton),91,98
395,4,5:41.0,,Shooting foul by J. Hart (drawn by J. Clarkson),91,98
396,4,5:41.0,,J. Clarkson makes free throw 1 of 1,91,99
397,4,5:18.0,L. James misses 2-pt jump shot from 11 ft,,91,99
398,4,5:16.0,Offensive rebound by Team,,91,99
399,4,5:04.0,B. Ingram misses 2-pt jump shot from 18 ft,,91,99
400,4,5:00.0,,Defensive rebound by T. Thompson,91,99
401,4,4:36.0,,T. Thompson misses 2-pt hook shot from 10 ft,91,99
402,4,4:34.0,Defensive rebound by L. James,,91,99
403,4,4:30.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by L. James),,94,99
404,4,4:04.0,,Turnover by J. Clarkson (lost ball; steal by L. Ball),94,99
405,4,3:58.0,Turnover by L. Ball (step out of bounds),,94,99
406,4,3:58.0,J. McGee enters the game for J. Hart,,94,99
407,4,3:35.0,,R. Hood misses 3-pt jump shot from 32 ft,94,99
408,4,3:30.0,Defensive rebound by L. Ball,,94,99
409,4,3:27.0,Shooting foul by R. Hood (drawn by L. James),,94,99
410,4,3:27.0,L. James makes free throw 1 of 2,,95,99
411,4,3:27.0,L. James makes free throw 2 of 2,,96,99
412,4,3:27.0,,Cleveland full timeout,96,99
413,4,3:17.0,,J. Clarkson misses 3-pt jump shot from 28 ft,96,99
414,4,3:10.0,Defensive rebound by K. Kuzma,,96,99
415,4,2:56.0,L. James makes 3-pt jump shot from 28 ft,,99,99
416,4,2:34.0,,Personal foul by K. Kuzma (drawn by J. Clarkson),99,99
417,4,2:22.0,,J. Clarkson misses 2-pt jump shot from 6 ft,99,99
418,4,2:19.0,Defensive rebound by L. James,,99,99
419,4,2:19.0,Personal foul by C. Osman (drawn by L. James),,99,99
420,4,2:19.0,L. James makes free throw 1 of 2,,100,99
421,4,2:19.0,,D. Nwaba enters the game for J. Clarkson,100,99
422,4,2:19.0,L. James makes free throw 2 of 2,,101,99
423,4,1:59.0,,C. Osman misses 2-pt layup from 4 ft,101,99
424,4,1:56.0,Defensive rebound by L. James,,101,99
425,4,1:45.0,Personal foul by D. Nwaba (drawn by L. James),,101,99
426,4,1:45.0,L. James misses free throw 1 of 2,,101,99
427,4,1:45.0,Offensive rebound by Team,,101,99
428,4,1:45.0,L. James makes free throw 2 of 2,,102,99
429,4,1:32.0,,Personal foul by L. James (drawn by C. Sexton),102,99
430,4,1:27.0,,C. Osman makes 3-pt jump shot from 26 ft,102,102
431,4,1:11.0,J. McGee makes 2-pt layup from 1 ft (assist by L. Ball),,104,102
432,4,0:49.0,,C. Osman misses 2-pt layup from 1 ft (block by J. McGee),104,102
433,4,0:46.0,Defensive rebound by L. Ball,,104,102
434,4,0:25.0,L. James misses 3-pt jump shot from 25 ft,,104,102
435,4,0:22.0,Offensive rebound by Team,,104,102
436,4,0:22.0,K. Caldwell-Pope enters the game for J. McGee,,104,102
437,4,0:22.0,,L. Nance enters the game for D. Nwaba,104,102
438,4,0:19.0,Personal foul by T. Thompson,,104,102
439,4,0:19.0,L. James misses free throw 1 of 2,,104,102
440,4,0:19.0,Offensive rebound by Team,,104,102
441,4,0:19.0,L. James makes free throw 2 of 2,,105,102
442,4,0:19.0,,Cleveland full timeout,105,102
443,4,0:19.0,,J. Clarkson enters the game for C. Sexton,105,102
444,4,0:19.0,,K. Korver enters the game for T. Thompson,105,102
445,4,0:18.0,,K. Korver misses 3-pt jump shot from 28 ft,105,102
446,4,0:15.0,Defensive rebound by K. Caldwell-Pope,,105,102
447,4,0:15.0,Personal foul by R. Hood (drawn by K. Caldwell-Pope),,105,102
448,4,0:15.0,K. Caldwell-Pope makes free throw 1 of 2,,106,102
449,4,0:15.0,K. Caldwell-Pope makes free throw 2 of 2,,107,102
450,4,0:15.0,,Cleveland full timeout,107,102
451,4,0:12.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by R. Hood),107,105
452,4,0:11.0,LA Lakers full timeout,,107,105
453,4,0:11.0,,D. Nwaba enters the game for K. Korver,107,105
454,4,0:11.0,,C. Sexton enters the game for L. Nance,107,105
455,4,0:09.0,Personal foul by J. Clarkson (drawn by K. Caldwell-Pope),,107,105
456,4,0:09.0,K. Caldwell-Pope makes free throw 1 of 2,,108,105
457,4,0:09.0,,K. Korver enters the game for D. Nwaba,108,105
458,4,0:09.0,K. Caldwell-Pope makes free throw 2 of 2,,109,105
459,4,0:04.0,,J. Clarkson misses 3-pt jump shot from 27 ft,109,105
460,4,0:00.0,Defensive rebound by K. Caldwell-Pope,,109,105
