,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
384,4,0:31.0,,J. Nurkić misses 2-pt hook shot from 9 ft,109,115
385,4,0:31.0,,Offensive rebound by Team,109,115
386,4,0:31.0,,Turnover by Team (shot clock),109,115
387,4,0:28.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Griffin),,112,115
388,4,0:06.0,,D. Lillard misses 2-pt jump shot from 5 ft (block by L. Galloway),112,115
389,4,0:04.0,,Offensive rebound by A. Aminu,112,115
390,4,0:04.0,,A. Aminu makes 2-pt jump shot from 8 ft,112,117
391,4,0:04.0,Detroit full timeout,,112,117
392,4,0:01.0,L. Galloway misses 3-pt jump shot from 27 ft,,112,117
393,4,0:00.0,Offensive rebound by Team,,112,117
